Time,Bus Voltage,Shunt Voltage,Load Voltage,Current,Power
2024-07-20 02:07:54,0.95,153.51,1.11,1536.90,1464.00
2024-07-20 02:07:54,0.95,153.51,1.11,1536.90,1464.00
2024-07-20 02:07:55,0.96,153.47,1.11,1537.20,1464.00
2024-07-20 02:07:56,0.96,153.71,1.11,1535.30,1468.00
2024-07-20 02:07:57,0.96,153.41,1.11,1537.70,1468.00
2024-07-20 02:07:58,0.96,153.46,1.11,1535.90,1462.00
2024-07-20 02:07:59,0.95,153.66,1.11,1537.20,1462.00
